CustomerID,recency,frequency,monetary,avg_order_value,target_60day_revenue
12878,175,2,854.99,427.495,0.0
12879,20,2,507.7,253.85,65.52000000000001
12881,215,1,298.0,298.0,0.0
12883,28,1,291.63,291.63,411.84000000000003
12884,27,1,309.05,309.05,0.0
12885,2,3,1175.22,391.74,0.0
12886,7,2,1378.4,689.2,0.0
12888,153,2,354.12,177.06,0.0
12891,125,3,331.0,110.33333333333333,0.0
12895,26,1,267.8,267.8,105.0
12897,144,2,216.5,108.25,0.0
12901,20,20,13159.27,657.9635000000001,4495.27
12902,204,1,138.68,138.68,0.0
12904,111,1,244.69,244.69,264.89
12906,17,2,1936.5900000000001,968.2950000000001,983.22
12908,115,2,750.0,375.0,0.0
12909,27,4,1857.35,464.3375,321.32
12910,3,6,2616.58,436.09666666666664,458.46000000000004
12913,222,3,866.39,288.7966666666667,1617.24
12915,88,2,363.65,181.825,0.0
12916,78,4,3006.15,751.5375,0.0
12917,67,1,594.0,594.0,0.0
12919,56,3,441.65,147.21666666666667,893.54
12921,23,27,11395.98,422.0733333333333,5191.110000000001
12922,100,1,405.38,405.38,0.0
12923,3,1,176.97,176.97,0.0
12924,27,4,933.7,233.425,0.0
12925,14,1,368.31,368.31,325.74
12928,87,3,1136.14,378.71333333333337,926.5600000000001
12929,251,1,117.85,117.85,0.0
12930,17,2,415.8,207.9,0.0
12931,6,12,34440.06,2870.0049999999997,7615.9
12933,110,2,357.49,178.745,250.04
12935,49,4,1535.34,383.835,625.36
12936,17,1,798.46,798.46,265.44
12937,10,3,826.44,275.48,677.83
12939,3,8,11581.8,1447.725,0.0
12940,27,1,361.27,361.27,552.27
12942,70,3,683.9,227.96666666666667,0.0
12944,294,1,286.95,286.95,317.56
12945,227,1,462.95,462.95,0.0
12947,83,6,1603.99,267.33166666666665,0.0
12948,44,4,1423.96,355.99,640.99
12949,53,7,3449.42,492.7742857142857,717.8
12951,113,5,751.78,150.356,312.29
12952,17,1,731.54,731.54,656.25
12955,32,6,1843.36,307.22666666666663,2913.8
12956,245,1,108.07,108.07,0.0
12957,11,6,2640.7200000000003,440.12000000000006,1376.82
12962,52,1,170.54000000000002,170.54000000000002,95.85000000000001
12963,24,2,619.71,309.855,1236.92
12965,28,1,771.91,771.91,0.0
12967,297,2,1660.9,830.45,0.0
12968,51,1,135.95,135.95,0.0
12970,261,2,23.8,11.9,428.44
12971,5,69,8988.04,130.26144927536234,2201.87
12974,137,1,144.8,144.8,0.0
12976,151,1,738.6,738.6,0.0
12977,95,1,39.239999999999995,39.239999999999995,0.0
12980,97,9,7374.900000000001,819.4333333333334,0.0
12981,72,1,187.18,187.18,185.04
12982,182,1,390.54,390.54,0.0
12987,13,2,558.7,279.35,0.0
12988,231,1,535.32,535.32,0.0
12989,6,11,5957.62,541.6018181818182,966.49
12990,124,2,263.9,131.95,145.6
12991,51,1,303.56,303.56,200.2
12993,60,3,372.4,124.13333333333333,42.36000000000001
12994,59,2,645.47,322.735,328.95
12995,24,1,211.32,211.32,0.0
12997,28,3,916.39,305.4633333333333,310.5
12999,135,3,455.88,151.96,0.0
13000,46,3,534.85,178.28333333333333,0.0
13001,97,11,8615.42,783.22,1203.3999999999999
13002,257,1,120.94999999999999,120.94999999999999,0.0
13003,45,3,149.05,49.68333333333334,0.0
13004,2,15,4609.0,307.26666666666665,1046.91
13005,113,2,513.7,256.85,0.0
13008,262,1,229.46999999999997,229.46999999999997,0.0
13011,311,1,50.550000000000004,50.550000000000004,0.0
13012,17,5,1205.8400000000001,241.16800000000003,456.0
13013,4,10,3902.9,390.29,908.0400000000001
13014,14,6,2421.63,403.605,1044.65
13015,136,4,1763.04,440.76,1583.24
13016,12,3,789.89,263.2966666666667,0.0
13018,3,22,6090.34,276.83363636363634,1187.36
13021,9,6,1619.28,269.88,997.1
13023,3,2,689.9,344.95,0.0
13026,32,3,604.2,201.4,371.16
13027,53,6,6912.0,1152.0,0.0
13029,78,2,773.1999999999999,386.59999999999997,474.29999999999995
13030,307,1,427.74,427.74,371.74
13032,26,1,496.3,496.3,513.88
13033,296,1,190.55,190.55,0.0
13034,308,1,165.86,165.86,476.90999999999997
13035,13,2,921.88,460.94,0.0
13037,77,3,881.07,293.69,0.0
13038,19,3,908.46,302.82,0.0
13043,212,1,516.42,516.42,0.0
13044,230,1,560.47,560.47,0.0
13045,38,1,305.28000000000003,305.28000000000003,0.0
13046,205,1,197.72,197.72,431.59
13047,66,8,2682.01,335.25125,555.53
13048,53,3,1375.05,458.34999999999997,460.86
13049,3,2,656.6800000000001,328.34000000000003,0.0
13050,45,13,4509.74,346.9030769230769,1327.12
13052,151,1,348.15000000000003,348.15000000000003,0.0
13055,17,3,1214.41,404.80333333333334,0.0
13058,91,1,47.550000000000004,47.550000000000004,223.85
13059,189,1,183.4,183.4,0.0
13060,193,1,307.53,307.53,0.0
13061,11,1,248.61,248.61,0.0
13062,130,1,346.98,346.98,0.0
13064,27,3,842.33,280.7766666666667,277.16
13065,312,1,205.86,205.86,0.0
13067,21,1,115.46000000000001,115.46000000000001,0.0
13068,259,1,165.0,165.0,179.0
13069,39,20,3874.7,193.73499999999999,561.42
13070,131,1,228.8,228.8,0.0
13072,206,1,177.15,177.15,0.0
13075,69,1,919.61,919.61,0.0
13077,229,3,577.44,192.48000000000002,151.83
13078,4,19,9172.53,482.7647368421053,3455.41
13079,14,3,172.4,57.46666666666667,47.7
13080,118,1,58.08,58.08,0.0
13081,83,8,18870.12,2358.765,9467.26
13082,65,9,3613.63,401.51444444444445,0.0
13083,15,1,192.39,192.39,111.36
13085,97,2,416.08000000000004,208.04000000000002,0.0
13089,3,81,46757.37,577.2514814814815,12068.460000000001
13090,4,10,5814.09,581.409,3096.73
13092,10,5,477.83,95.566,0.0
13093,215,8,7832.47,979.05875,0.0
13094,19,11,1774.68,161.33454545454546,152.64000000000001
13095,10,1,74.39999999999999,74.39999999999999,0.0
13097,16,9,5479.28,608.8088888888889,531.14
13098,0,21,21810.42,1038.5914285714284,7072.02
13099,38,1,207.35999999999999,207.35999999999999,0.0
13101,173,1,101.19,101.19,0.0
13102,20,20,5292.84,264.642,1131.25
13104,25,4,579.0,144.75,519.48
13106,72,1,76.5,76.5,0.0
13107,25,3,1407.42,469.14000000000004,124.2
13108,312,1,350.06,350.06,0.0
13109,96,1,369.85,369.85,416.69
13110,76,5,1042.24,208.448,446.43
13113,0,21,11262.72,536.3199999999999,983.24
13115,123,1,878.55,878.55,1416.23
13116,77,1,501.14,501.14,0.0
13117,61,7,841.77,120.25285714285714,143.14
13118,147,3,799.7,266.56666666666666,398.11
13120,178,1,30.599999999999998,30.599999999999998,0.0
13121,208,1,283.73,283.73,0.0
13122,33,2,922.39,461.195,0.0
13124,29,3,3866.33,1288.7766666666666,0.0
13126,12,6,1385.98,230.99666666666667,713.66
13127,17,1,259.17,259.17,0.0
13130,33,1,64.0,64.0,0.0
13131,10,2,772.2,386.1,301.1
13132,201,1,77.3,77.3,0.0
13133,213,2,109.8,54.9,0.0
13134,25,4,1793.58,448.395,0.0
13135,136,1,3096.0,3096.0,0.0
13136,27,4,2148.08,537.02,459.53
13137,32,5,1931.04,386.20799999999997,1719.3700000000001
13138,19,4,687.89,171.9725,274.5
13139,11,4,3584.56,896.14,1480.38
13140,47,3,423.72,141.24,0.0
13141,24,5,2388.75,477.75,0.0
13144,272,1,110.95,110.95,0.0
13145,31,3,499.72,166.57333333333335,118.80000000000001
13147,39,1,118.80000000000001,118.80000000000001,594.0
13148,73,10,2789.87,278.98699999999997,917.25
13149,45,3,1132.62,377.53999999999996,543.4399999999999
13151,235,1,1257.8700000000001,1257.8700000000001,0.0
13155,19,3,882.5,294.1666666666667,89.25999999999999
13157,80,3,873.1999999999999,291.06666666666666,868.02
13158,34,4,1201.06,300.265,0.0
13159,45,2,851.59,425.795,586.26
13161,252,1,112.75,112.75,0.0
13162,61,4,1688.29,422.0725,0.0
13165,290,1,354.64,354.64,666.84
13166,222,1,417.2,417.2,0.0
13167,6,3,659.67,219.89,131.66
13168,138,3,972.66,324.21999999999997,346.53000000000003
13169,3,2,712.88,356.44,0.0
13171,238,1,140.35,140.35,328.06
13173,306,1,165.94,165.94,187.71
13174,255,2,2108.27,1054.135,708.76
13177,4,1,282.45,282.45,0.0
13178,12,9,5156.7300000000005,572.97,568.74
13183,26,7,3085.5800000000004,440.7971428571429,872.2
13184,70,9,1504.44,167.16,196.85
13185,207,1,71.4,71.4,0.0
13186,33,2,1301.94,650.97,273.95
13187,276,1,236.02,236.02,0.0
13189,54,1,127.0,127.0,133.68
13192,34,2,911.94,455.97,0.0
13193,0,1,117.88,117.88,0.0
13194,75,1,60.7,60.7,0.0
13196,24,2,1586.95,793.475,210.83
13198,60,5,3009.18,601.836,392.06
13199,4,24,5270.3,219.59583333333333,4546.82
13200,13,2,627.01,313.505,243.08
13203,60,2,309.86,154.93,559.6
13207,90,1,197.52000000000004,197.52000000000004,52.739999999999995
13208,94,4,835.0699999999999,208.76749999999998,388.83
13209,68,5,4156.08,831.216,1735.53
13210,33,1,353.48,353.48,0.0
13211,34,2,886.64,443.32,310.78
13212,0,2,291.47,145.735,496.61
13213,67,4,963.88,240.97,556.7
13216,207,1,333.74,333.74,0.0
13217,61,3,533.98,177.99333333333334,0.0
13218,66,1,62.63999999999999,62.63999999999999,0.0
13220,17,4,819.2900000000001,204.82250000000002,0.0
13221,179,2,847.41,423.705,0.0
13223,139,2,163.20000000000002,81.60000000000001,0.0
13224,90,1,1212.26,1212.26,943.69
13225,82,5,4299.56,859.912,2164.28
13226,212,1,108.21000000000001,108.21000000000001,0.0
13227,141,1,257.7,257.7,0.0
13228,20,1,358.0,358.0,0.0
13229,165,1,160.95,160.95,0.0
13230,77,12,2234.18,186.18166666666664,572.79
13232,37,5,1048.3,209.66,309.3
13233,13,2,605.12,302.56,0.0
13235,151,1,1031.07,1031.07,0.0
13236,46,1,439.23,439.23,305.62
13238,103,2,318.85,159.425,381.88
13239,201,1,329.56,329.56,0.0
13240,35,4,663.65,165.9125,0.0
13242,51,3,270.40000000000003,90.13333333333334,0.0
13243,142,1,600.07,600.07,0.0
13244,32,1,121.74000000000001,121.74000000000001,0.0
13246,115,5,1860.99,372.198,126.31
13247,22,1,305.07,305.07,196.05
13248,64,2,465.68,232.84,0.0
13249,31,3,711.41,237.13666666666666,0.0
13253,96,2,1030.4,515.2,0.0
13255,313,1,225.7,225.7,173.81
13258,144,1,224.62,224.62,473.96
13259,1,1,292.32,292.32,0.0
13260,0,1,557.62,557.62,0.0
13261,208,2,944.1,472.05,0.0
13262,202,1,200.29,200.29,0.0
13263,5,26,5774.33,222.08961538461537,1679.74
13265,28,4,1802.3,450.575,305.36
13266,15,9,2841.35,315.7055555555555,992.91
13267,31,15,3119.34,207.95600000000002,1402.15
13268,24,7,2468.82,352.68857142857144,745.87
13269,5,11,3917.85,356.16818181818184,1428.38
13270,305,1,590.0,590.0,0.0
13272,29,1,140.96,140.96,135.6
13273,52,1,138.98,138.98,0.0
13276,3,2,590.9300000000001,295.46500000000003,0.0
13277,55,2,125.9,62.95,132.5
13279,17,1,137.75,137.75,0.0
13280,61,3,814.86,271.62,0.0
13282,101,2,773.1,386.55,359.04
13283,125,1,25.5,25.5,68.16
13284,270,1,201.19,201.19,0.0
13285,100,3,1970.1,656.6999999999999,739.02
13291,95,1,361.11,361.11,0.0
13292,223,1,249.57,249.57,329.37
13294,129,2,873.74,436.87,0.0
13295,299,1,201.20000000000002,201.20000000000002,0.0
13296,76,1,87.4,87.4,0.0
13297,6,1,1315.3799999999999,1315.3799999999999,774.47
13299,207,1,142.5,142.5,0.0
13300,108,1,371.89,371.89,0.0
13301,43,4,618.09,154.5225,0.0
13302,94,1,63.75,63.75,0.0
13304,290,1,300.42,300.42,0.0
13305,32,8,1471.25,183.90625,529.61
13307,59,1,15.0,15.0,0.0
13308,142,1,814.95,814.95,570.5600000000001
13309,27,3,928.14,309.38,528.65
13310,145,2,817.65,408.825,314.38
13311,89,1,490.11,490.11,108.46000000000001
